layer,n_seeds,mean_margin,std_margin,ci95_low,ci95_high,selected_k,final_alpha,ci_excludes_zero
1,5,0.0009917205257806926,0.0024662846437464706,-0.002070576325682096,0.004054017377243481,1.6,1.42157039642334,False
4,5,-0.0010761121404357255,0.0025532130489952357,-0.004246344863117173,0.002094120582245722,0.1,3.7650012969970703,False
8,5,0.0023279331973753868,0.006235944301340327,-0.005415014336402822,0.010070880731153597,1.0,48.307701110839844,False
12,5,0.0016289747436530888,0.003961077107217547,-0.003289352094488051,0.006547301581794228,0.2,11.56341781616211,False
16,5,-0.007416514947544783,0.0035736528509462493,-0.011853791034642982,-0.0029792388604465833,1.0,93.36221313476562,True
20,5,0.04516951162368059,0.006874822699630238,0.03663329178351571,0.05370573146384547,8.0,1385.6658935546875,True
24,5,0.031235798494890332,0.009186570342962531,0.01982916483306735,0.04264243215671332,8.0,871.0665283203125,True
