decode_tag,best_layer,test_cosine,mean_baseline_cosine,recall_at_5,topk_concat_k10_cosine,topk_concat_k10_margin,topk_concat_k10_recall_at_5,topk_weighted_k10_cosine,topk_weighted_k10_margin,topk_weighted_k10_recall_at_5,short_rollout_m1_cosine,short_rollout_m1_margin,short_rollout_m1_recall_at_5,short_rollout_m3_cosine,short_rollout_m3_margin,short_rollout_m3_recall_at_5,short_rollout_m5_cosine,short_rollout_m5_margin,short_rollout_m5_recall_at_5
greedy,20,0.4282612058059962,0.23099573547281493,0.7590361445783133,0.1756493521746128,0.2526118536313834,0.3614457831325301,0.1812326643494623,0.24702854145653388,0.3373493975903614,0.15850932662327688,0.2697518791827193,0.3253012048192771,0.4757474096041563,-0.0474862037981601,0.891566265060241,0.637128441743362,-0.20886723593736584,0.9759036144578314
sampled,20,0.3507694629728986,0.20420030874432446,0.6987951807228916,0.14336489194991356,0.20740457102298507,0.30120481927710846,0.14597902143022914,0.20479044154266948,0.26506024096385544,0.17620653829740077,0.17456292467549786,0.20481927710843373,0.45115973988762387,-0.10039027691472524,0.8313253012048193,0.5994159562020464,-0.24864649322914772,0.9518072289156626
